ID,Name,Age,Region,Num_Departure,Profile
120,knjWblU,14,Tampines,01,OYWWzrqnvKAGPqsYJrBEBWgiqGVeZGSOgXFVMkYgvjkGRewEHBWDuBAmYhGgQBDeKBvZoSySKJnikSfWWYXXvuQJGbSOgFMShcGzqCjzChsbzMskwvqqyoiobABAfVkaHUFbIhRQYDeqeYGVHZssaF
121,ZdYIyQZ,15,Bedok,01,LCZIeKhUIKkyBBnbzHCfeSjbwqKfjwSbAHSDiCzuVzEikufFclrSHAjeqYqzbYSbKJqzBEbXAkXRfUnkaIkIPyI
122,ZFcoBM,15,Bedok,04,VbwSnqoveeMIkWuURvmaeSQGobhkwmHcFQfCMCdrwLLewMRdhnoYhzEgujZAFfqzVQuklMZISriSIcOinlWFIGQRCKnFZkcgFuEgwirVwomMjcyslGHLwLYfjFknIdrOHz
123,ZIKkB,15,Bedok,01,SUraXSFwaSEClrEdVMaDgeGVEDHyEdVHykqSGyOCOlScjQvXSimKuESbLKWsOnIhCAGlcOBgyvEksIlOwCrIRBisBVnkKauWUQACIBHQkQSwkHyhEjS
124,HRqSjiSH,15,Bedok,02,FbDRCPFJZDgEKeHnszyWZQkwBDosnBzgDOLSKCDYqDIvvKCKcDEdufsegzAhJWUFkhesShYFzagqwPfseHcvkrcKJzFrJsEOCdbOZYKEhd
125,fXfqohizl,15,Jurong_West,01,cwuRSnOIkSjaQIukYZwWUPAyAvCMGrBRYQvKsSIFDbXccrFKQcrmKcKuzZYhJ
126,APUVHjjSB,15,Jurong_West,01,lhSSsskGusgkIkQgPAlYHkhSSvQvJeHcCbRJISKQbISIIgmuIfbQCAHkvSXncsXcBLuailZQuAKkmOdaWCchJwBYkEWceDIYLWOwDrIRSkWPsnEeaIghWiknKjEhGUQfSuDFZWCwHmSjPHUbWhRSPn
127,gLOZqBouER,15,Jurong_West,01,rjcusdZAnXLoSqUKyFdqMGcBnBVyBujkwYzbcFBbdsmWZDzcrymeBymyFDrohOkBYkZYjcyhSIiUjUJAkuihbsiWBYkVUAkEFmBSuoLudsbhOZcZPrdzeokiUMlHrR
128,lSSEsccue,15,Jurong_West,01,bKlKJodSRlbIQaAcrzlKgvrDfrFerDSGOUMMlbfhSBlIcKKHoyFSUySkmhrCBbaLJbjLvgPnARkklvBeMobcYkCPGMcbYmknZbz
129,wKJoU,15,Tampines,18,aSCBkVDiMJKhkhHJikPzMQojVkgISvSOycSZFaLAIjkSSnOhEaiCBwvjvGibMSZaCPAKcVSlibmh
130,fWgIVYPAM,15,Tampines,01,ZVbqKkMkfrbBUkCvrvaXHWZEvhePGiFoMOKDLFEroMSJDDjdlqnFqUhiordEhgRkJCqOMkEyraGLlFPa
131,UewiAZXkoc,15,Tampines,01,ODXDgmrSiXDSminXGkkEUrfGAFDPOaWelFvRsnAraoWzPPwFEGbkkmYLObYHZomXmMIgfvbkQBMKnJFdSyIcCPMvSn
132,jEkfPaa,15,Tampines,04,FmJQuiUSOMiWYSCkGCJPEesRUiireuIUrUojAfOwanBCsIOBrMJAfHsHXUzRrcHrghZoOhzyyRdIMYWVsBXnyrZlUYBnfYbMVzOhrezsgzeXHsAFqkIg
133,wCesybFu,16,Bedok,02,YzOOQjgAkJaeifYHkcGXVVeqzJQjnfJSgEylhqksQkHvPQRSQoMElSomeDZulvOHBYfhjkmzVEMbdkzGBm
134,cmiPHkcS,16,Bedok,02,LWHqeqRzmHbEQWGwhqLGQiisaJdelYKSKbQIDMnWHnzQOJdESDOykWZbaVqsRykQyMwZOXKvWOdFHEKkesUlvdlawFknaSlnEsJdW
135,ReUUrod,16,Bedok,02,HbXlnhEAGSQriCfaSlLOyhzDSjFzayArRFYhFMoLqRQqmcOjOCwBsZQOVVmQrmBjWSjqUgcRBgkRgdIaXPWiyuurzJUOAuXXVyWJHhVOXQjhwivYzkKcZORMkZBUbmYPuyQRFCkrcIZEsqoUS
136,lgsyUbSK,16,Bedok,01,RnRvbAUsZKMfofsuVOPoSZELVLlegqePYnVSRISvFWbvPvWguBjhoskEikkEGKDKZgGZLrsdL
137,DHQWcglD,16,Jurong_West,01,lJjhHwhsIsSZcgvohMewkacawnBesqRmzgBCEOnqdQSDrAYWyajAkaAOPvXkSsSJRhAzQZKWPdumKmbkXjesZS
138,uPkfFhCUAr,16,Jurong_West,01,zXZPWjKbqAFYciPWZDlmPSbjHScoXhHrSuIiEGYnSEslEcqyyMnlHSkLweShbkPqodakujAMfCFXRXqVdGrzHDSPdRviJmZLSPVluGXPmshRijrJSCyOIsMrSuqIdGkDoZCCDFcGqVLb
139,MlHlUZjsID,16,Jurong_West,02,ufeSVhQnEbIOBeBXPelIlVDziVRiEklcZMXPWhlYCvWGhifIOKIWuSEECqwgZC
140,hbcLGz,16,Jurong_West,05,UYawCqOyDdwJiydEnQKZemrwbiVkUGGJlMGUkJnLockjmMBREFLMGkDShkWQZvEEzdIBzkaGAnekLvDLWhuPwMYonmFdBAuXwVkccrnynqXkDkS
141,EanEQ,16,Tampines,01,GbYvlLcilvSiLLJuLSYZQukDRQMMgnloyjbrqMRLnFkURcYMkhCdirDQryclH
142,zOIhmRfm,16,Tampines,01,muJCCcjeeFRfPVVZSYMIugbgLnyIdSovEmebrnrskBQBgrVwDOvWDIBcwaoZMHjFunMMAHqWRSDcSolonvLLPhZlyfaWIKvCaHHWWISXzVwkbRBsFCgldJLKbaSKKmvGSVOFLXkJFvZGViHDBMOj
143,HSZfRbr,16,Tampines,01,AgwKShYVGRJZdgXZvJkGVZOvfklSMeSkOsbwBnfJLkciqWeGfzSJySMnkJGsROJKUSqqdgaCnXWWAVJDddnKhRRLcBqBUr
144,PEAlk,16,Tampines,03,HjKbkGrYXQyDSvgFVFDksioRilbYRsAZBEQLCUCiqaAFcyWPkBCUADZMrBcPAfZQbqmRoXyGSbKuzJYwQJqGUJZkUkobJUfkAMHifJZ
145,KVhWkf,17,Bedok,22,GFolKeDGXgUgbzJaSZoOgYiCjwRUQrokvfiJHKWcEccrvEsslvGdurbJdbYwGFmOCkvrgVoJRPMDedBHH
146,aCiXsS,17,Bedok,01,mjbabVUSibLHvRJIPFMWKBZhwFEjHSkHRIwwAHBEYrQROYuVkoLwVwnnAkkCak
147,EmFEvYR,17,Bedok,01,AulhkEuyLlkGhAiguHczQmCbusEsHGMrDKwduUgUSKeCMOaUOvCKLoadrquqBMBFkyMUcXfsryShbqLWEEyUHkkLgRVCUZv
148,SUYXSdHS,17,Bedok,01,GffQMrUeEqrYSlDfazMZLKskuBzJKEiAvAXZLyCAaWFvnORSZKhLCOY
149,UzBfrWuW,17,Jurong_West,02,SiahnZIBwGABDKnUlDEIvdiUuOmywbXDzrWysMXHHWUCrBlhYFmSjSlFbljDSPmMgVoZQGKCziHRCsvUDFCOG
150,BDFVM,17,Jurong_West,03,GfFAJkSgSJIXoeRMDrlHQfeucvDChoyPrqFigVBdEkRSRMjlkqkwaWWOsSbgKYCjXeASRaOLzBPMVgHODWblykqZfOvIoemkSXEZhHRkmuXPrqmFqPOyc
151,qlCObJySe,17,Jurong_West,17,kUeWkrRSfYRWYHfSkGESkInPvcPqfsFkBKheECEVrVdSwqeALsmkEwJEAykYCnuIMgk
152,uScvvJvhXg,17,Jurong_West,03,WsSZMrSSWEfkCfSQJvMHuwlhLdwflomjuFHoPMjzkXJozGJknQhZDdiDvyrkrIJlJfbZoWjLvjLGisJDEzCzquLiDrQUomMEJHHIyBhkrCEcEROkulBFKZiLHaIj
153,eaPELkFhQ,17,Tampines,02,EMZKsHcUlgvLAaQdSMkjikMjdUrFYSjlHFQPHBDorRGsvzFdkngmWqcUl
154,LhmDSbHiA,17,Tampines,03,ezkoCDIguIyGGandHJwnYXaUGOIUaLaYkCqluZFVaJMcacHqPDvZFvnwGuWAOiibmOVkWckudiCKlyZaGDKSFWCJXuLwShIWZrCuUCaLfEDEFHqmoeYUMvqgSnuiIuLVaLh
155,KSadKEam,17,Tampines,08,JaEKDlnsoaCgewQLrgrFvDZoPoZLIDDYzPbysVrKoOqmjHnPkASfhmkZBvXGPzQKEuSbHKkUVcDDoBBABoEjGAVcokinyGJjUOufcPSDhVUwJYdDCPJdfWXOuIidIAQqkWIXUzvCdElrWv
156,KkGbD,17,Tampines,01,HCdSAolaABZecoKRZEUEReGQMJcAyjAfbqGfJFdDdIelhazGHYMJejYeqVGAwZrUzWyAVJhZKqmyiEMJCDPvvXuMaUgEAGDZnZlGl
157,kSefSdf,18,Bedok,01,PWUEXuDisnjbomFAqIWkQdRhdMQrneaCfIEloDCzdGcDaRGgavnGkfrjziUOGskYwRJwyuLUDhkkuKdRueeYLIVEmXGXlQKOShYWldqDHZmqDrGIXHVXXGaFUZfWmgqyQeiQCzSASRobsJEzr
158,HfWSShUZ,18,Bedok,01,DoUCCvrkBqmSkemVAmQlFBdSkFBfQQaLAdnJEvakldeojoLSLuSDMGSGbPQCrufRYvLLqsWBnVmFCSWMdPFqZoSmX
159,HidHwlB,18,Bedok,07,MvPcuysqifbVSPYWsAhsUFhIqYhkRFcvOFKklgokhCXGckEwSavgmkwWCUSbXXGUVovSLbDXDrzHaErqzMgFBzOwZiCHkmAsfnKWDjrKJXsweWkvsgjsBSbhriFrCkm
160,eeQrd,18,Bedok,01,cJlaSjqHoUWzYYOYGFJiMgBednkUsrbyGvPXSchMjegRLkqjRFUzSdRgiKOIERZUqkbFFY
161,WOMSzKkar,18,Jurong_West,14,UkzLXsHORvJSShMYKOoUfSMSLShRLUYXSgzOdyAFCsgeSwdVkGDzOXoKklorYkznLJhwDKmhZHakjKwkjbsJPBqyVlIkSoqWhVOEGCPblwVJnYBSlES
162,agrFOVu,18,Jurong_West,01,ShwuwXkjrKWMwjSrEFjKmGBSfECXnuefyMbMKrmasZhKCrACqSSkWgHuOYVKsvHlK
163,ZyKAcks,18,Jurong_West,02,liRknOPKWVyagqzkPPkCVXQcwsUEBfDuyBulAIZdZovnFAfvRSUgyOjfjKrYHcGZsnUhuoZslAeygIYIcSlXmoXbkFfRkAhKiVnSakBOHYVSfSq
164,MnCcfi,18,Jurong_West,01,hsfeeqPEgQhSZRFEJweHzPqnikkWnWEfWjfOIfmRSFYwSKkRigkkqPCRBvnlHFGLHBLeUBVPraJUDZseaJuuHjlHKdBQiYkGsgSDkyDlSeswgSoGPlGRRUZLLrWLZlEdUwcbJyGyXnwWMaWZD
165,IakuEC,18,Tampines,31,RWhMHvsHcPYRsrLkSKkKAeJCKycMAaGYEmQRrogLWswgJESvnFnDa
166,lHiePL,18,Tampines,01,PMUzBRCEssRlKCwywRyzWgBBOWRcRdJEPclziSXBkXuXuVBXoPEeIEka
167,cObKr,18,Tampines,14,JmGsmrGkcROIVvMZsjqrilwvYdkOCChjfbolbzvBRjHjaObRwFXnhkdrnbKbjRBEhXBOSevlXccAD
168,jsnruEhf,18,Tampines,01,PjWhznnGhlzIIGLmAdqJQBraGoJShRQUfeuSHSMlZBDhFdQkLBQszOmfYziFfduwhvkifLeYmmvSigjnSeJrQeqWCQeGWluDufXaPAAFSoJjfDDsSH
169,imKkAV,19,Bedok,03,FEnKQyWMCdbQXoCqsJgczPqPkWUCEkRusQZrWQASERbFkPOfqAjmQFeqBkvGOhlXyvMASzsgIAnYMnDClIOhAYzrhzJaWcmLoiOYvAVLPSYAwfXFUzYKOEsfHVHbXdABPkcdQU
170,aXBFZYJSV,19,Bedok,01,jSSCoFlEfZbCkaFlAlPJhQereIlUBUzvKgqWhkqZLBWeXoEwmLUwdFbjIKwllDcvfXWSioJY
171,unOMvLjBW,19,Bedok,01,BMrgmcwJKUFAjaSOGzGeZyvmakGghKIQHcsvAikXegSPiBoSEsvYRXSXmMufPqJMzwmzrZFFoQMjfykJiG
172,UFjIDiQur,19,Bedok,01,dvdEkicSseahefqKmSPDVISkZanSYkKHlSjFGJsddzHgVSQZmPWvDUvyMkQkBchmCkrKGkDjCq
173,ZmMKaF,19,Jurong_West,01,zUjwSyIIoWrEEybWOkQhXSryRKrzUvPjbZdzUEFoLceOnOjShGOaFRSCscqOeoBGvqvMsKJoJvJSiYMrCrQiJSOznC
174,XSZjKZ,19,Jurong_West,02,vRZfIkyaSZHBbUzikIIUrgOHwXUvbcUmAJRslfoJfRMQjEnBaUMZBQASRbHzdGZCcmfBrHkZliGaPzJsSVWvBkeeYDFJPgWzZelWalPkekFIWJEghMkKieQDkilVRKmeESCcCvAoWryMhIMjaEAeV
175,qwafErZEr,19,Jurong_West,01,WnqeoGyeHsOnSkgcwXuRzrysrMooSeQufdFkgbljugRSzVOlPOorqUsPSkJsGdBkgyRyayukFQnAZghfmGgJLqFzRKRXarIYRBRSgvkUnWefLSCVqOOsRZPFQAccQoXFIiUzhlelnkv
176,YuDgKPknHe,19,Jurong_West,01,LobSKAazEMYJXEfkJdniszkcHkizIBASioimrhSBkULlGmgPonMkrDriYGQnVmBvPOKbccmbhfbQUzP
177,Urimf,19,Tampines,02,ZjirQGoydqICfdEAoBDvFBwXzHLkRCiHIJEHWjYZheMUEvesBMYCwzYXagKqLSeFIkjKEhMSQOaqSgdSJoBBioQmavjmaUkZnHSPuQSCVMPOkWVnniRqfwlrBw
178,iROZkw,19,Tampines,01,vuYCDsQnaJjjbUigQUjSylkkEWkBZhQnqSGOmvFkagredlKdYqWgzVsogcSb
179,iqOWUcDDYY,19,Tampines,01,RXinPDyFvgVKrAynDUXQzkbqYePkchUgRImXWPjDLUcfharYkCVGVEMGIPXmsKksDLDVuWEIJsdrmdVaMkPSLJPKKMWrBEMAm
180,roaCABYol,19,Tampines,01,DwSeOMSIKGPeLiRXrmyLJuYOCvXCXgjBuhvvbWkQYXDAmyGgqqhdrGVIsPZVVZF
181,FhPqaLl,20,Bedok,01,JPyWPyEHfamGJzQrfcocDVSlbJjjXGwcXKGDLLGngmZdQUcveiUALXAhVHakKEwvOIgSyboDAaLVYinnlRgyEMXLddYVvWiHXrRlOURVSCqnUkWBduOeWvAVPaHGAQqaqBVrkYEyn
182,BuCBcP,20,Bedok,03,MXWIOlwZgemcemVUcRZYEyoLoIcdhylXYQbaMVMgCKGljJhbnLcRULnAsldwdJiPKnSjKkhGJHnOVcSEBHqoRESHEIRbMPqOn
183,MBRQWF,20,Bedok,01,eoSyecaFkIbdkegIeQXOvbRPJjCvyCKiKFSkwUyuIsGlCKInawFHJjXRklJhYPEFqLQdmjsC
184,ZaQfmdVr,20,Bedok,07,WsSVDkvDQHcYbouqkoScGRvgmjPLhCROkUcUnHYdUfISOmkqqBdnPMgCvBaOvuiZGogXgGbWnRhKFUJDzdIWgnmMVMZWIHrqBmfkom
185,MiWkqismCk,20,Jurong_West,02,wYmhceaZjBumWdkZczYvVQPoBbdwSkFfSvbkySXyjQJFlZgyGhjMlOPUOEeqDnVrIDzPJliHYugsrnk
186,cSSVF,20,Jurong_West,01,PzlMOaLRalEreEmSnIEVRwUHgnilrOvbGkmbeMPVzgizvLeiVIFyhzjzLkHBDjPDqmnCfnYiURXMUdDXbIuI
187,AuISi,20,Jurong_West,03,WVqSQhknnlnbuDjbqemYEgHSOarDJlUjUBJMSBkXHUcEUORPLGlSXKjyaXXSekoUmlsAeBiXkkLviidUIZSKCMPrSJyLvmEEgbuYaZrjFsoMqVIlaISRHDcofYckvY
188,mCmYSBh,20,Jurong_West,01,fAMesPbhcyVcfhsJyCSVDLzcjWWSmIdhPGJYGcUgSMSAkFXKKmgMwSkkbSHYnkRXqVcbIbcHEjbGWjvveirdYMmAoGFbcgOISDkIWPIiAWidevEJdBXSyQMZJfwVfKkgvMrbwM
189,GhzAwo,20,Tampines,03,DdvbQkPlPrWOROXUjVXAywdmqejDuFoGGCgYqmWzUsAgXgiKviSboEhlvUoMCwJdUuCwbAWcSWXgWyhsMSdRzQPzzldboXkwzBEygfzCJdcVKUkGM
190,KlhIv,20,Tampines,04,gIIVvuXBGqKwHyuMMjyRAZhSuHqOnkVeVMfDvHqSBRSHazboZkmoglOAyiIjXHSkfSPvjgaALADQnAADkCFkhmKszOSgUSUuvUhlRIXviowHlQPLczsdbwhMkobOacUOS
191,hGWZeLR,20,Tampines,01,eMRFAklUWmkFjVfkESFvinCRkFSbWVLPDulRGsjalVsdfknIPy
192,ZDCsibyeo,20,Tampines,01,SrgkWDhLaPnVRWQmiYYvPmsfvYQOkcPZhkhozScillJoYbkscakLyjBMzUSQeykgOnAgKsHgmLYBrsPisLCUmUkIvdUVFziGcggPbLOiJCXrkfSCaKWmkvuMBHkkUkkMHRRdKYYrnIKcBsWllmzM
193,AaqjlQiBm,21,Bedok,02,MoVCbcVmPHokFIAHSIqKYrqQojFQzLHRXiVccOhnEWldUbPbgCqdsLklCd
194,YvEFir,21,Bedok,01,bDzDFYVXKhvHSocGvYYgYSDOmDQSYwqIIMekSkQbzPuvXOHFjPqOZWsDKzAZsVfoWgSOngWLqKFEnbVHQRlukykzYVlAFyGqnWzgdJGVZULlU
195,YEmlMcz,21,Bedok,01,RvsiVvKenuRsAmGYImfdJJcZgYaMSwHjSPYSySUiIAkUgcorlbFWIedZUCnIdlsSAVjrZfsBPsSRkCIuImSiYHVVLUMFrgQEUvZWnUBALZLWMdOGOlC
196,GUknX,21,Bedok,01,wFUoQjKbdfaMlHEEKqynoAQskILWYScPXwhLDwInOJREXdEiKcfOnwkznlZCsXrOqysGkmCzCgzezyYHvVoyj
197,UEmnah,21,Jurong_West,01,FfHAlVGZcdnvWWsvQYBkimkKiCaCXdgvcGnGcYkFbkSCuKfHqRSlBOWmozCgbGorSrGInQDGdujVaJsmlrQFXLsWIKuQSIkkXufiQfDlSdVvennGsIHklHqwFhBkIKbwykoCycBbvwSJaysbvlBIVQ
198,QyDqDVnL,21,Jurong_West,01,PkgZYdZFUvQngqCVgMmmkUQeUkWXkXWRYbSziKWfEJvszyfJjUjialLWlCiVYjcMnFykPES
199,hHMivP,21,Jurong_West,01,VvoVHEWavrlyQSlrCzeCdRnjzBRzQQvSoCkGkkFUdJBBIebuskWRCwievgbYeOPEPbjjLEyfSiZbdzjORJlSeVhSZjuMzPRrwXceSHiWFlOGXDPKhdwWHqCCOQbrwYeaK
200,DOCQw,21,Jurong_West,01,aBSXfzOcmZyFzwzVDkIvoZafkHaWjhybJreMaCoEWYOhqmczIUwAMqEkUjKqaSlbHBMsSnPXBELkJbHDVXJErWiRSyWeHAJrmHCiWAeuSQCoQlYzGhkrje
201,qZfio,21,Tampines,01,ySrvUqwXEgSbSdCFLduKrvnAdUjZAqSuvSVvdGAPikkJksVJAfjdKUBlqzSSFJisHBczPWruklafMLrCKqubGFyRYwvLVZErvncsnKMbCRFLUlDhMOHCuVXhrdYKhHfZzPSCQSOaqOcEZjnlRSSgHY
202,BFrSwqkny,21,Tampines,06,vCnqLgWggAnkokaLEDOiuzfnkJWkUcMumkqHWZsWHPSOvPKcnbVYhzAcbsGVBDVgZvCIlyRUHfySlrZarSFmSSeXzZWrhcXIXeBFbbrqvkOzjqJdSvjssPWHjeVkkwXK
203,gjjvySrmzS,21,Tampines,01,amRmLkQsyAfEOVdhblYdsUImuoiFIfqsomGZbueGSiRGZBSehMOFnlhCfkawOjooIKIbwMmADGbfsAFHkrOPiylmjgWbVnGDkUSSyiBGaOOjYqdylyFYhcjZEQEIcAmjAWklSKrKRmMU
204,lqsLJeIalH,21,Tampines,24,RZoguyLZzUjLOFrwXaDQFWkfCIZqnIkULBQedPLLwGULBVvXIHXPSQhPJUXbqYcGFqkLlFe
205,yWVfauL,22,Bedok,03,mkOBXYIcIynAPFbHWbyEdGuOJMPPlmJDLSYlGvAJomDArShUReOGouhFymhMMFcgjUlZVFJJFsnVfSAzGagoogWGiHPCYZOJJQbiunYuSkEfXLqKSJygMsSHkEqCDePkmCVrc
206,qFgXRY,22,Bedok,42,kyiIOblggEuzMokDrcriSkSwBZSyGyWyjKOZIwlALdaUOFjFnCOlKOJIFwjJGgq
207,byoVPEAlS,22,Bedok,03,hlkwPGQsMzEOSdrfwOgMwCfaeBCWkQimGGHjILLeHqdDZSkIHUweywSuXgYjrQQfFDVJedWVOjISduglnVDKCcyIr
208,cinlLef,22,Bedok,01,uFiYIZzhHnMXEhDJbALXwwWQrESsALJodKIcZsaleGhIgArEFSZYYuSbqDgdcSQQccdnjQLhBQOQBsjOkXCVbzdaFliYrkqbcPkCvcU
209,lKHhjR,22,Jurong_West,02,VZloUdmSBCDmGiqSkPLPEIafMcdoJzubwoSuDBOvzoCrJHQWljWchsShsqQoBJLIkSCcLElOcHsKBnCSgBEerh
210,bkSOSnz,22,Jurong_West,01,XVAyfzDAdiSPlbkCYGVHvHEJawZOafQHnEDBPjICmkkgrOoIDDnUOhiCPFemyfdDWAjfbkIYFekKYRcGCDmLzDejsOSRXaHBkldhviynjIbuFSifFSolmSObFBZQouwMnhC
211,iFmJb,22,Jurong_West,02,OrlsIQOSuRsqGUwDSGSSKcWgdZnzAVLVWrySSXCEeGPMmMZgHaM
212,QVnKEB,22,Jurong_West,01,vQCYMunhCUQkRAwaZlDVKwvvXDQIIOfYVGShIBSKBPKrbsisMqaKlidLnbSoqnzYmkGwXOrKeEOiCbznqiqqIXXDSMkPSrGHJMgZKEALHQlMgLnMcZjcFoQwkYzoeGhkJBdIFekEWEWjZbvoqMM
213,hQOZD,22,Tampines,02,jJywmgEhHvDZrhrvbEOqWfyVwPHgOrMdAkJAkAKJdEoJcvZJeyjwVwDvDPMecLKilLSIMISQHcuiQCQVfokVkUQvcPqMUgoqokyFZJSaCckwZSwREYeZBnEOLrjjcRlB
214,riSwarHgHA,22,Tampines,03,MjckLlRXmQQVYKfwBZCWDdCmyuyPEoYyEwcRcHsawPYLjSlkaaeLmYbDfKbkXWJISQSMYs
215,SuiPRy,22,Tampines,02,wZqAGJyAWHrgCrearigkFgMvXnUYcKEyMZFSZIVFowBMDVokyRMhzmchVCoeASkJoVyBaPSizfQGUIQsDcDjMcMmIibQjd
216,YZdWbVyiV,22,Tampines,01,YEXHuUIJrrnWUrAjsORYSBgDaQsGAyzMFWqUqyJPcGJZAdFXiwSwkWYEwMkQmyncqFoZvGrafLucecZcyJzBAkGLySuSXZKslwQPKOHrgkYlSXgXQPbYyjBSIfrWAGn
217,fqnQV,23,Bedok,01,uSDCkzZquelfDlYXDrhLIeJBZJXMAwezDRjLUscOOgJMWZSWyKOhQasiakLHFJOWMaRsrBShOd
218,LdkuYagyaf,23,Bedok,01,WsaoOZLPusqkdvlSOcMqfSifAYoaZFFHfOOewEiwRvUPYsQeVmYHMVrcWCquwzRlnkhsPySIMMInDciGMWaSzDBoEHCihFjCfggfIuDOIKaceydHgZCYhjqbSKzrvzbavnGPikgcHYJbfwSEWce
219,LhPsvr,23,Bedok,05,SzSnIlhVWYSSARoJlMMnDWkiMXyBULgHkMEhAcznOgrQKgQqjzSOOwhjvoSSBEMChjjSoOucCZrkXDZuWZb
220,MZXMY,23,Bedok,01,RACWSOlIssPmvwIkkBkvdliXJZKcELByShGWkevdZJRyiSEXJeBwSkEahAZDdawb
221,jCdCwKV,23,Jurong_West,01,dIfhHaFbSohauEbffSkFJEKJgzmQAkvsKJPBsgRFIbrrPOYnamZBIQgOuBKWZFSYQQBRLfJcuOlJksE
222,CJdwYIkV,23,Jurong_West,01,ihgLuSrBoafkakUbPRWkooBIuSmshRJcbkizUQXwRSiwJYSbwDSVXeQVjwFAkVoUyLzu
223,FARjM,23,Jurong_West,09,LcwgOocgAzHcOQczdZCzbMZIQnkzIyrwkkYUKuBjZPwWhkuHMfuzKvUljeScYrermPsPfgYBeFHPYzsDkVkZPBlJuVyYhXSadywSinUVIYyGcafbXIjllkODGkiHsvcokMKickkwibll
224,uSymigKGr,23,Jurong_West,02,BPwkivksEGaqJkaaKfQkVZmGlXEZALsjHGDdZqmkzIkbZRUZWoHwFmIEnoJmGlCUIwemJVvAsaarbhRiqMsXZCyqvreBIyjoQdZqXkrvowUcPSCKfvUEbWSGzzLGclGwIkgIrKrkIBEFVBk
225,vDHfodmQA,23,Tampines,02,BBAcZYKHkjHuHkESAgYaMLwRlwJsyVRYbhoCQvcICWPDCLXsauPgQRAJZdcufnEzokAeChdSsLhOqPRfyOZRJ
226,DgFaWVqc,23,Tampines,01,JMmORkIDVyEcKaCDgUAmGSHwKSMbUfOWOSbrahzKOYQSdiPZoja
227,CeSZA,23,Tampines,01,baEvSbPkdXlldADujYYrDWOYoflaVXAIfaeSIfkMZSdQKMEHSniMCsLdYeSL
228,jlAuAAf,23,Tampines,01,ddbPElzyuCDlVieDWFLoBWvXqDQHSEZfkweaqJMabfKdjsnjVVLkqfruSaejFcHGSUMCOXXWekoLQ
229,WLosa,24,Bedok,02,fSWQsfDKEHyrHZQkfqdqaWXmaOYdSCagsOFXMCzwvzkhEFiMZeasosivfbBsABRkljwvcmRDAUlafEJgWLKYRMoebgrwRyCdYJyfUGCunQSJUhkSBSnVnUQmEPehGFzqHklcB
230,UdVSM,24,Bedok,01,OEfSHCsIwwiYwoMrlyROKXnSGqbaFCnMqDVlXQGwZoFEarDYIdnncIeXEhQIXUMhIuOfZcmnQaBfuYSEeckUJvCzislqYr
231,JDuAdQKfh,24,Bedok,01,wVJjMXLwiKCjsvBBdhSIQDSWsmkQJWIIvXcPLmkKGokiAFLYkAg
232,zRmKVr,24,Bedok,01,ligXRgyeQUGZfYSWgulYXWDlhjFyWMYkosIFQVRSGYJmBvVPQkUDghUhwwfCjXeQQVJgZjnzDFKLOojQCDVboEzkUksKZhSQCDbBbzzWPZYQFQjyfVkeUJZKqnWwrwrzyLvYiykKDhJhB
233,uEMhZglo,24,Jurong_West,01,jcRibeRlskBaLvkbySUykIyjPWuSqwDbMymQCFHeBkeXnkYZlridEDVQjSWmcFzAShajaDSElSBjnhcCPlzJSYHYOGXRV
234,GnLSEQZHDS,24,Jurong_West,01,UWRkRugGaoGkhBnAIsmXeOIMChEHbgQzzLvvyunkgmQHMXOrHMBfeFmnHMyADuWnGyLuWIWRuGKMIsZVHmHdGAvVBJBraHlZRdvDGamGdKEOdoKblmeHVDVXIOGGeEmK
235,raJjfXZHwA,24,Jurong_West,01,BeOmHLMMWMJGGzYCkGdXhsSkdUvKYSGyScrkYiEdZVhSfvSzVSjBzkaRBcynSrqMb
236,vZFykiqe,24,Jurong_West,02,fbdUaHqoiiFRUCmEfdkkRaBiwscfEFkqOCzSuAcORYRzAObAmMAIlnLAnSSeUCfhkBwKBEZVsmAdkVUgRngbROBwLC
237,GYuzwF,24,Tampines,01,idYKoroBXHekIfsgvVVYfqvkRRkhJAvQzkmgoAYFkDhWAhBqQdSEXALRvyCiovXqVhBmDjDiyeHZGPoXZeLYdSwAXZKAzGHBJJcQOknPgkgsUQhvnGSLyeiUWgkqfSCmCDYeVaaX
238,kbzShhS,24,Tampines,01,BEoSqSDDazDfRWCZMBOffXXXYWzaLOIksyXFlZweVyqaMvDHEkkXbLJhmIrQmYELfdhAdOyziyrzYSYiWAkkobWUSobcoUkKCEjVzOkwRkGIsCPaueiKEBojlPGJMdqvgeAUzLJigAO
239,DUcznHwQl,24,Tampines,01,PajIdBmEzlAzGUIeMSAkaGebjkjckYsEqjQUdzQwahPEKgIuUghukBhSWkXQaLULkYbXSawRkbgssKedGCSieSZKhQMSfcyvzgcSOkiWInWiWiLhaLRL
240,BzslLJfnMe,24,Tampines,01,kRLLqRQwAJeDRYQswwPnlBnuqnRGigySCkKYCgvhmEsgPQRRFkQqkSWZHOQMIbImKZCqVmcSJESEjJfkSkzVce
241,ZEQCkbksX,25,Bedok,01,yVgBEYRnQQilXXPQFsZSvQgzFhKGVyrokQSWImjivKAcCDdXLlHFJmiOgSAZwyEUECDwCUvdkSdgcfMOlQ
